user,deposit_attempts,sucess_deposit_attempts,num_cards,num_cards_success,first_deposit,last_deposit,deposit_sucess_ratio,deposit_time_delta,signup_time_delta,calls,docs_uploaded,docs_approved,approval_rate,sales_view,conversion_owner,sales_agent,account_create_on_date,country_name,tag,channel,ava_business,profile_state,num_closed_trade
15556274,8,3,1,1,12:35.9,00:44.7,0.375,33,0,0,3,2,0.666666667,0,AvaFX Customer Service,0,37:57.1,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,248
15622701,1,1,1,1,19:42.9,19:42.9,1,0,23,3,2,2,1,1,Dana Pavlova,1,26:16.2,United Kingdom,avafx,Default,United Kingdom,PROFILE_STATE_FULL,5
14955129,2,1,1,1,15:50.8,15:50.8,0.5,0,2,0,2,2,1,1,Pelin YenerSales,1,31:02.8,Turkey,165415,Affiliates,English,PROFILE_STATE_FULL,61
15036329,1,1,1,1,53:15.7,53:15.7,1,0,0,0,5,2,0.4,1,AvaFX Customer Service,0,46:30.9,Uzbekistan,avafx,Default,Ext. Poland,PROFILE_STATE_FULL,5
15024990,5,2,1,1,06:09.5,25:56.7,0.4,4,1,3,6,2,0.333333333,1,Jacob Hannah,1,15:55.8,Palestine,avafx,Default,Arabic,PROFILE_STATE_FULL,723
14903985,20,7,4,3,20:29.0,24:34.1,0.35,81,1,0,7,2,0.285714286,0,Thomas Magen,1,00:36.7,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,550
15028271,1,1,1,1,23:26.5,23:26.5,1,0,41,4,3,2,0.666666667,1,Aleksandar Mirchevski,1,30:59.4,United Kingdom,equation_uk_search_nonbrand,SEM,United Kingdom,PROFILE_STATE_FULL,0
14865574,7,1,1,1,55:05.0,55:05.0,0.142857143,0,0,1,3,2,0.666666667,0,Arnold Eligado,1,37:25.4,Serbia,177757,Affiliates,English,PROFILE_STATE_FULL,0
14703612,4,3,1,1,42:07.3,44:11.7,0.75,7,81,0,5,2,0.4,1,AvaFX Customer Service,0,08:18.0,Hong Kong,156111,Affiliates,Ext. China,PROFILE_STATE_FULL,49
14485168,1,1,1,1,24:08.3,24:08.3,1,0,54,2,9,8,0.888888889,1,David Slomczynski Sales,1,30:03.2,Canada,161662,Media Buying,Canada,PROFILE_STATE_FULL,1
14725680,4,2,1,1,16:54.4,54:03.4,0.5,2,0,0,2,2,1,1,Moise Elie Cohen,1,50:17.4,Brazil,86776,SEO,Latam,PROFILE_STATE_BLACKLIST,0
14559823,2,1,2,1,50:25.3,50:25.3,0.5,0,6,3,12,8,0.666666667,1,David Slomczynski Sales,1,37:24.2,Canada,fusionpartners_google_ca_search_brand1,SEM,Canada,PROFILE_STATE_FULL,6
14865275,1,1,1,1,03:23.3,03:23.3,1,0,0,3,6,3,0.5,1,AvaFX Customer Service,0,57:54.4,Switzerland,86776,SEO,German,PROFILE_STATE_FULL,7
11328455,8,1,3,1,13:37.6,13:37.6,0.125,0,1112,4,3,2,0.666666667,1,Emil Krastev,1,01:17.0,Lesotho,86776,SEO,English,PROFILE_STATE_FULL,25
14189464,11,1,1,1,49:48.4,49:48.4,0.090909091,0,186,2,4,2,0.5,1,Ron Harari,1,18:31.4,India,86776,SEO,English,PROFILE_STATE_FULL,6
14560775,32,2,2,1,14:43.1,42:55.9,0.0625,29,35,4,6,2,0.333333333,1,Nadra Jokhadar,1,03:43.2,Tunisia,2218,Affiliates,French,PROFILE_STATE_FULL,75
14682715,1,1,1,1,12:11.8,12:11.8,1,0,0,1,2,2,1,1,Jacob Hannah,1,41:32.7,United Arab Emirates,27793,Affiliates,Arabic,PROFILE_STATE_FULL,6
14622043,2,1,1,1,27:20.2,27:20.2,0.5,0,6,3,3,2,0.666666667,1,Vincent Krupkin,1,34:58.5,United Kingdom,asa_app,SEM,United Kingdom,PROFILE_STATE_FULL,1
12714478,3,3,1,1,21:41.7,12:09.7,1,32,851,1,3,2,0.666666667,1,Ross Dimitrov,1,06:00.3,South Africa,118383,Affiliates,South Africa,PROFILE_STATE_FULL,78
15640199,2,1,1,1,49:43.4,49:43.4,0.5,0,0,0,2,2,1,0,Simone Spinelli,1,27:55.9,Switzerland,184449,Affiliates,Ext. Milano,PROFILE_STATE_FULL,0
12583147,2,1,2,1,20:56.1,20:56.1,0.5,0,831,0,2,2,1,1,AvaFX Customer Service,0,55:34.0,Saudi Arabia,avafx,Default,Arabic,PROFILE_STATE_FULL,0
15007277,1,1,1,1,12:14.8,12:14.8,1,0,0,0,2,2,1,0,Simon Friedman,1,59:59.8,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,0
15475551,2,2,1,1,03:30.2,14:43.5,1,18,0,0,2,2,1,0,AvaFX Customer Service,0,26:43.8,United Kingdom,188233,Affiliates,United Kingdom,PROFILE_STATE_FULL,110
15463504,1,1,1,1,57:44.4,57:44.4,1,0,4,1,2,2,1,0,Teddy Orenstein,1,44:56.7,Switzerland,190785,Affiliates,German,PROFILE_STATE_FULL,38
15584290,10,2,1,1,13:57.7,01:02.5,0.2,15,5,0,2,2,1,0,Simone Spinelli,1,01:51.4,Italy,190179,Affiliates,Ext. Milano,PROFILE_STATE_FULL,7
14542566,8,5,2,2,48:29.9,54:42.2,0.625,124,0,0,3,2,0.666666667,1,AD Unassigned,0,25:03.5,Serbia,169939,Affiliates,English,PROFILE_STATE_FULL,314
15068485,1,1,1,1,47:38.9,47:38.9,1,0,0,2,2,2,1,1,Ema Hadar,1,28:50.1,United Kingdom,168765,Affiliates,United Kingdom,PROFILE_STATE_FULL,1
14696554,3,2,2,2,54:23.1,42:49.0,0.666666667,120,0,1,2,2,1,0,AD Unassigned,0,23:27.7,Croatia,177757,Affiliates,English,PROFILE_STATE_FULL,29
15005262,4,1,2,1,15:27.8,15:27.8,0.25,0,6,0,3,2,0.666666667,0,Simon Friedman,1,04:41.6,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,377
14859019,1,1,1,1,17:41.7,17:41.7,1,0,153,1,3,2,0.666666667,1,Arina Knysh,1,34:11.6,Kazakhstan,187489,Affiliates,Ext. Kazakhstan,PROFILE_STATE_FULL,13
15637071,5,3,2,2,52:53.9,43:22.3,0.6,17,0,1,7,2,0.285714286,0,AvaFX Customer Service,0,21:52.7,Portugal,188233,Affiliates,Latam,PROFILE_STATE_FULL,105
14849235,3,2,1,1,23:53.3,54:02.2,0.666666667,196,0,3,5,2,0.4,0,Ariel Cohen,1,54:22.0,Colombia,176934,Affiliates,Latam,PROFILE_STATE_FULL,3
14610107,16,7,2,1,15:14.5,57:09.8,0.4375,204,3,16,9,2,0.222222222,1,David Slomczynski Sales,1,04:53.0,France,86776,SEO,French,PROFILE_STATE_FULL,135
15264290,1,1,1,1,42:33.9,42:33.9,1,0,0,0,2,2,1,1,AvaFX Customer Service,0,41:38.9,Poland,146903,Affiliates,Ext. Poland,PROFILE_STATE_FULL,16
14944029,26,25,6,6,22:46.3,25:39.9,0.961538462,143,9,11,2,2,1,1,Hazem Habeballah,1,31:20.8,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,1634
15384376,5,3,1,1,05:32.7,42:57.1,0.6,50,10,0,3,2,0.666666667,0,Davide Modigliani,1,48:11.0,Italy,181445,Affiliates,Ext. Milano,PROFILE_STATE_FULL,9
14702674,7,3,1,1,52:48.2,52:49.9,0.428571429,66,3,1,7,2,0.285714286,1,Anton Yordanov,1,42:56.8,Spain,avafx,Default,Spain,PROFILE_STATE_FULL,335
14277368,5,5,1,1,36:36.5,24:37.3,1,49,331,9,10,2,0.2,0,Dan Dahrug,1,52:32.9,Germany,180432,Affiliates,German,PROFILE_STATE_FULL,272
14995028,1,1,1,1,25:17.8,25:17.8,1,0,0,1,3,2,0.666666667,0,AvaFX Customer Service,0,01:38.2,Peru,20711a59,Affiliates,Latam,PROFILE_STATE_FULL,508
15758832,1,1,1,1,09:09.9,09:09.9,1,0,1,1,2,2,1,1,Ron Harari,1,23:55.1,United Kingdom,86776,SEO,United Kingdom,PROFILE_STATE_FULL,2
14965222,2,2,1,1,25:20.1,14:21.2,1,117,1,0,2,2,1,1,AD Unassigned,0,40:50.5,Serbia,avafx,Default,English,PROFILE_STATE_FULL,37
14497340,3,3,1,1,24:35.6,18:28.3,1,1,36,3,2,2,1,0,Anton Yordanov,1,11:10.9,Mexico,126295,Affiliates,Latam,PROFILE_STATE_FULL,7
15043518,1,1,1,1,13:22.9,13:22.9,1,0,0,0,0,0,0,1,AvaFX Customer Service,0,05:33.6,South Africa,avafx,Default,South Africa,PROFILE_STATE_LIMITED,0
15124210,2,1,1,1,45:31.6,45:31.6,0.5,0,0,0,2,1,0.5,1,AvaFX Customer Service,0,39:08.1,United Arab Emirates,86776,SEO,Arabic,PROFILE_STATE_LIMITED,0
14875332,7,3,2,1,19:00.2,05:48.9,0.428571429,1,0,0,7,3,0.428571429,0,Michael Beberashvili,1,45:51.4,United Kingdom,68844,Affiliates,United Kingdom,PROFILE_STATE_FULL,114
15550726,1,1,1,1,20:10.9,20:10.9,1,0,0,2,2,2,1,0,AvaFX Customer Service,0,17:37.8,United Kingdom,185957,Affiliates,United Kingdom,PROFILE_STATE_FULL,4
15549129,2,1,2,1,42:20.2,42:20.2,0.5,0,28,4,2,2,1,1,Emil Krastev,1,22:01.7,South Africa,fusionpartners_google_za_search_brand,SEM,South Africa,PROFILE_STATE_FULL,40
15582833,1,1,1,1,31:05.1,31:05.1,1,0,0,2,3,2,0.666666667,0,Ema Hadar,1,59:42.7,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,958
15672224,9,8,1,1,20:52.7,06:43.9,0.888888889,16,0,0,2,2,1,0,AvaFX Customer Service,0,55:33.3,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,204
15674640,1,1,1,1,10:38.6,10:38.6,1,0,0,1,4,2,0.5,1,AvaFX Customer Service,0,52:43.1,Italy,equation_it_search_nonbrand,SEM,Italian,PROFILE_STATE_FULL,0
14540324,3,3,2,2,31:55.7,55:56.2,1,282,0,0,2,2,1,1,AvaFX Customer Service,0,26:33.4,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,219
13480342,7,1,2,1,04:15.8,04:15.8,0.142857143,0,484,3,4,3,0.75,0, ManualUnassigned,1,17:54.5,Qatar,170191,Affiliates,Arabic,PROFILE_STATE_FULL,22
15682410,1,1,1,1,07:31.9,07:31.9,1,0,2,1,2,2,1,1,Ross Dimitrov,1,05:17.2,Bosnia and Herzegovina,asa_app,SEM,English,PROFILE_STATE_FULL,33
15677628,11,2,3,2,08:34.9,15:33.9,0.181818182,0,0,1,3,2,0.666666667,0,Pelin Yener,1,54:24.6,Turkey,189914,Affiliates,English,PROFILE_STATE_FULL,267
15030360,5,1,2,1,15:28.0,15:28.0,0.2,0,10,1,6,2,0.333333333,1,Alev Nazli,1,14:25.6,South Africa,uac_fusion_za,SEM,South Africa,PROFILE_STATE_FULL,10
14109760,1,1,1,1,12:58.8,12:58.8,1,0,391,1,0,0,0,1,Krasimir Georgiev Aleksandrov,1,57:53.7,Trinidad and Tobago,120364,Affiliates,English,PROFILE_STATE_LIMITED,172
13302299,5,5,2,2,35:10.2,10:07.0,1,73,631,1,7,2,0.285714286,1,AD Unassigned,0,14:40.7,Bahamas,113841,Affiliates,English,PROFILE_STATE_FULL,125
15684670,4,4,1,1,26:33.4,56:23.3,1,4,4,2,2,2,1,1,Ema Hadar,1,20:16.8,United Arab Emirates,uac_fusion_gcc_1,SEM,Arabic,PROFILE_STATE_FULL,11
10480926,4,4,1,1,26:38.3,08:43.5,1,105,1640,1,2,2,1,0,AvaFX Customer Service,0,05:25.5,South Africa,85132,Affiliates,South Africa,PROFILE_STATE_FULL,522
15673756,7,6,2,2,27:07.3,04:03.8,0.857142857,13,3,0,2,2,1,1,Moise Elie Cohen,1,27:16.9,Portugal,fusionpartners_google_pt_search_nonbrand,SEM,Latam,PROFILE_STATE_FULL,52
15636484,1,1,1,1,59:01.0,59:01.0,1,0,0,0,4,3,0.75,0,AvaFX Customer Service,0,30:51.2,United Kingdom,188233,Affiliates,United Kingdom,PROFILE_STATE_FULL,38
15004197,1,1,1,1,31:20.7,31:20.7,1,0,0,0,2,2,1,1,Anton Simeonov Todorov,1,17:00.8,United Kingdom,equation_uk_search_nonbrand,SEM,United Kingdom,PROFILE_STATE_FULL,21
14542339,4,4,1,1,13:49.0,55:20.6,1,0,0,1,4,2,0.5,1,Emil Krastev,1,41:29.8,United Kingdom,avafx,Default,United Kingdom,PROFILE_STATE_BLACKLIST,2
14566393,1,1,1,1,03:28.3,03:28.3,1,0,1,0,2,2,1,1,AvaFX Customer Service,0,33:42.3,Italy,equation_it_search_nonbrand,SEM,Italian,PROFILE_STATE_FULL,42
12861307,2,1,2,1,47:05.2,47:05.2,0.5,0,787,8,2,2,1,1,David Slomczynski Sales,1,23:31.4,France,avafx,Default,French,PROFILE_STATE_FULL,0
14623772,3,3,1,1,22:55.8,48:30.4,1,8,9,0,6,1,0.166666667,0,AvaFX Customer Service,0,06:00.2,Mongolia,184945,Affiliates,Ext. Mongolia,PROFILE_STATE_LIMITED,102
15159675,16,2,1,1,57:45.7,45:56.3,0.125,29,0,3,2,2,1,1,Ross Dimitrov,1,45:14.1,Switzerland,136664,Affiliates,German,PROFILE_STATE_FULL,15
14623950,10,1,2,1,54:49.9,54:49.9,0.1,0,24,10,3,2,0.666666667,1,Jacob Hannah,1,55:58.2,Iraq,avafx,Default,Arabic,PROFILE_STATE_FULL,191
14680277,3,2,1,1,29:29.0,09:56.9,0.666666667,6,2,2,6,1,0.166666667,1,Tsvetan Metodiev Petrov,1,51:44.0,South Africa,avafx,Default,South Africa,PROFILE_STATE_LIMITED,0
15399532,1,1,1,1,23:11.6,23:11.6,1,0,0,0,9,2,0.222222222,1,AvaFX Customer Service,0,53:09.7,South Africa,bing_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_LIMITED,0
14842104,12,6,5,2,06:40.0,33:53.7,0.5,6,0,0,3,2,0.666666667,1,Moise Elie Cohen,1,11:17.5,Brazil,avafx,Default,Latam,PROFILE_STATE_BLACKLIST,0
14702673,5,2,3,1,22:22.7,30:06.8,0.4,0,57,0,3,3,1,1,Giuseppe Moscato,1,42:51.8,Italy,equation_it_search_brand,SEM,Italian,PROFILE_STATE_BLACKLIST,4
14992937,1,1,1,1,01:14.8,01:14.8,1,0,0,4,3,2,0.666666667,0,Jacob Hannah,1,50:21.9,United Arab Emirates,188107,Affiliates,Arabic,PROFILE_STATE_FULL,0
14648277,1,1,1,1,27:27.6,27:27.6,1,0,16,1,5,2,0.4,1,Michel Cohen,1,54:05.1,Chad,181879,Affiliates,French,PROFILE_STATE_FULL,69
14661133,1,1,1,1,45:42.6,45:42.6,1,0,42,1,2,2,1,1,Ema Hadar,1,22:18.7,Botswana,145164,Affiliates,English,PROFILE_STATE_FULL,27
15609088,1,1,1,1,36:29.7,36:29.7,1,0,6,0,4,3,0.75,1,AvaFX Customer Service,0,29:00.6,Mongolia,185449,Affiliates,Ext. Mongolia,PROFILE_STATE_FULL,4
15596610,1,1,1,1,13:56.5,13:56.5,1,0,11,1,7,2,0.285714286,1,Dobrin Dimitrov Velchev,1,34:05.3,Zambia,146929,Affiliates,English,PROFILE_STATE_FULL,40
15619318,1,1,1,1,45:27.3,45:27.3,1,0,1,0,4,2,0.5,0,Thomas Magen,1,35:12.6,Malaysia,189909,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,235
14887793,1,1,1,1,49:57.9,49:57.9,1,0,0,4,4,1,0.25,1,AvaFX Customer Service,0,42:10.5,United Arab Emirates,fusionpartners_google_search_nonbrand_uae,SEM,Arabic,PROFILE_STATE_LIMITED,0
14852696,22,8,1,1,56:30.5,55:47.3,0.363636364,0,2,1,12,2,0.166666667,1,Arnold Eligado,1,03:20.3,South Africa,1930,Affiliates,South Africa,PROFILE_STATE_FULL,20
14852803,26,9,3,2,00:47.1,26:05.4,0.346153846,20,9,0,3,2,0.666666667,0,Pelin YenerSales,1,42:14.3,Turkey,124719,Affiliates,English,PROFILE_STATE_FULL,348
14531415,10,9,6,5,25:36.5,22:54.9,0.9,222,0,13,11,7,0.636363636,1,AD Unassigned,0,18:46.4,Nigeria,avafx,Default,English,PROFILE_STATE_FULL,64
14996823,5,5,2,2,40:02.3,23:55.2,1,103,0,0,2,2,1,0,Thomas Magen,1,28:18.9,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,871
14377754,2,2,1,1,05:04.9,33:57.4,1,118,148,2,3,2,0.666666667,1,AD Unassigned,0,59:10.7,Norway,avafx,Default,English,PROFILE_STATE_FULL,208
15403050,4,3,1,1,40:13.8,13:56.6,0.75,31,1,2,9,2,0.222222222,0,Alexandra Marin,1,14:15.0,Ecuador,189144,Affiliates,Latam,PROFILE_STATE_FULL,429
14540774,1,1,1,1,05:08.5,05:08.5,1,0,265,14,11,2,0.181818182,1,Hazem Habeballah,1,53:51.2,Netherlands,avafx,Default,English,PROFILE_STATE_FULL,1236
15033144,1,1,1,1,23:09.3,23:09.3,1,0,2,2,2,2,1,1,Vittorio Astrologo,1,14:56.8,Italy,uac_equation_it,SEM,Italian,PROFILE_STATE_FULL,0
15639968,1,1,1,1,00:25.9,00:25.9,1,0,2,1,2,2,1,0,Pelin YenerSales,1,54:14.2,Turkey,124719,Affiliates,English,PROFILE_STATE_FULL,44
15646025,1,1,1,1,23:48.3,23:48.3,1,0,1,0,2,2,1,0,AvaFX Customer Service,0,18:34.4,South Africa,188233,Affiliates,South Africa,PROFILE_STATE_FULL,1
14950111,1,1,1,1,08:48.8,08:48.8,1,0,11,4,2,2,1,1,David Slomczynski Sales,1,50:03.5,France,86776,SEO,French,PROFILE_STATE_FULL,2
14875896,3,3,1,1,59:22.6,56:01.2,1,1,12,2,3,2,0.666666667,1,Anton Yordanov,1,26:08.6,Spain,86776,SEO,Spain,PROFILE_STATE_FULL,551
14712301,9,6,2,2,05:01.4,34:05.7,0.666666667,160,1,6,6,2,0.333333333,1,AD Unassigned,0,23:28.7,United Arab Emirates,fusionpartners_google_search_brand_uae,SEM,Arabic,PROFILE_STATE_FULL,1012
15296214,1,1,1,1,11:41.0,11:41.0,1,0,4,0,8,8,1,0,AvaFX Customer Service,0,01:50.3,Canada,188233,Affiliates,Canada,PROFILE_STATE_FULL,58
14561904,2,1,1,1,36:29.3,36:29.3,0.5,0,140,2,2,2,1,1,Michel Cohen,1,19:38.6,Switzerland,90839,Affiliates,German,PROFILE_STATE_FULL,3
14163029,2,2,2,2,59:59.9,35:27.7,1,99,188,1,5,3,0.6,1,AvaFX Customer Service,0,18:17.3,United Arab Emirates,66546,Media Buying,Arabic,PROFILE_STATE_FULL,191
14667793,1,1,1,1,01:52.8,01:52.8,1,0,0,1,2,2,1,1,Vincent Krupkin,1,17:31.6,United Kingdom,uac_equation_uk,SEM,United Kingdom,PROFILE_STATE_FULL,0
14529189,3,3,1,1,23:49.6,37:05.7,1,70,2,2,3,2,0.666666667,0,AvaFX Customer Service,0,33:47.6,Slovakia,149815,Affiliates,Ext. Poland,PROFILE_STATE_FULL,450
15190996,4,1,1,1,25:40.8,25:40.8,0.25,0,1,2,2,2,1,1,Milan Thomas,1,20:54.4,South Africa,126409,Affiliates,South Africa,PROFILE_STATE_FULL,6
14627192,3,1,2,1,52:01.4,52:01.4,0.333333333,0,1,0,1,1,1,1,David Slomczynski Sales,1,04:10.7,Gabon,1773,Affiliates,French,PROFILE_STATE_LIMITED,68
14844688,2,2,1,1,54:15.8,11:28.6,1,1,0,1,2,1,0.5,1,AvaFX Customer Service,0,42:24.3,"Moldova, Republic of",124472,Affiliates,Russian,PROFILE_STATE_LIMITED,4
14557488,1,1,1,1,55:38.9,55:38.9,1,0,0,0,2,2,1,0,AvaFX Customer Service,0,48:39.3,Colombia,62581,Affiliates,Latam,PROFILE_STATE_FULL,171
14601107,2,2,1,1,13:56.2,52:05.3,1,1,0,0,3,2,0.666666667,1,Tsvetan Metodiev Petrov,1,48:35.9,United Kingdom,168765,Affiliates,United Kingdom,PROFILE_STATE_FULL,35
15436096,1,1,1,1,37:23.3,37:23.3,1,0,1,0,2,2,1,1,Teddy Orenstein,1,33:38.5,Germany,112588,Affiliates,German,PROFILE_STATE_FULL,32
14635761,1,1,1,1,55:00.1,55:00.1,1,0,3,2,8,6,0.75,1,Alexander Avksentiev,1,55:25.2,Peru,185456,Affiliates,Latam,PROFILE_STATE_FULL,633
14548949,1,1,1,1,50:23.8,50:23.8,1,0,13,3,2,2,1,1,David Slomczynski Sales,1,48:28.6,France,138834,Affiliates,French,PROFILE_STATE_FULL,139
12190645,1,1,1,1,24:51.2,24:51.2,1,0,979,0,3,3,1,1,Milan Thomas,1,25:38.8,Bangladesh,86776,SEO,English,PROFILE_STATE_FULL,1
15014059,1,1,1,1,09:37.1,09:37.1,1,0,1,1,2,2,1,1,Dominik Baldowski,1,56:54.2,Poland,188325,Affiliates,Ext. Poland,PROFILE_STATE_FULL,1103
14713588,1,1,1,1,48:59.4,48:59.4,1,0,2,5,5,2,0.4,1,AD Unassigned,0,21:36.3,Qatar,182534,Affiliates,Arabic,PROFILE_STATE_FULL,31
14355119,13,12,1,1,47:13.8,55:17.0,0.923076923,84,220,10,6,2,0.333333333,1,AD Unassigned,0,06:13.5,South Africa,uac_fusion_za,SEM,South Africa,PROFILE_STATE_FULL,3091
14649751,3,1,1,1,33:34.9,33:34.9,0.333333333,0,0,1,2,2,1,1,Hank Kaboub,1,22:39.0,South Africa,bing_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_FULL,0
15531225,1,1,1,1,59:10.3,59:10.3,1,0,5,1,2,2,1,1,Ross Dimitrov,1,56:38.3,South Africa,uac_fusion_za,SEM,South Africa,PROFILE_STATE_FULL,66
14187177,1,1,1,1,24:44.6,24:44.6,1,0,206,0,5,2,0.4,1,AD Unassigned,0,57:56.2,Mexico,avafx,SEO,Latam,PROFILE_STATE_FULL,857
15393509,1,1,1,1,39:15.3,39:15.3,1,0,13,1,3,2,0.666666667,1,Hazem Habeballah,1,42:18.8,United Arab Emirates,112588,Affiliates,Arabic,PROFILE_STATE_FULL,349
15731921,2,1,1,1,19:11.1,19:11.1,0.5,0,1,1,2,2,1,1,Milan Thomas,1,28:38.1,United Kingdom,112588,Affiliates,United Kingdom,PROFILE_STATE_FULL,95
14878638,2,1,1,1,36:39.0,36:39.0,0.5,0,54,0,11,2,0.181818182,1,AvaFX Customer Service,0,25:04.6,Malaysia,151176,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,2527
14438320,1,1,1,1,28:27.2,28:27.2,1,0,315,2,3,2,0.666666667,1,AD Unassigned,0,22:51.7,United Kingdom,avafx,Default,United Kingdom,PROFILE_STATE_FULL,1
10871236,4,4,1,1,11:33.9,51:22.7,1,27,1432,0,2,2,1,1,AvaFX Customer Service,0,10:52.8,South Africa,avafx,Default,South Africa,PROFILE_STATE_FULL,26
15137189,1,1,1,1,44:43.5,44:43.5,1,0,5,3,2,2,1,1,Anton Simeonov Todorov,1,52:27.0,South Africa,44487,Affiliates,South Africa,PROFILE_STATE_FULL,128
14919064,1,1,1,1,31:22.4,31:22.4,1,0,4,1,0,0,0,1,Hazem Habeballah,1,01:32.8,Qatar,avafx,Default,Arabic,PROFILE_STATE_LIMITED,21
14520310,1,1,1,1,08:55.5,08:55.5,1,0,58,3,5,4,0.8,1,David Slomczynski Sales,1,55:06.8,Morocco,86776,SEO,French,PROFILE_STATE_FULL,443
14851259,6,6,2,2,47:55.7,28:08.0,1,146,0,0,2,2,1,1,AvaFX Customer Service,0,37:40.3,United Arab Emirates,86776,SEO,Arabic,PROFILE_STATE_FULL,443
15736273,1,1,1,1,32:24.5,32:24.5,1,0,1,0,3,2,0.666666667,1,AvaFX Customer Service,0,26:36.1,Italy,192023,Affiliates,Italian,PROFILE_STATE_FULL,1
14559320,9,8,1,1,28:06.9,47:48.8,0.888888889,230,21,9,3,2,0.666666667,1,Ron Harari,1,58:01.2,Ireland,86776,SEO,English,PROFILE_STATE_FULL,687
14770192,2,1,1,1,58:32.4,58:32.4,0.5,0,87,1,2,2,1,0,AvaFX Customer Service,0,00:09.8,Venezuela,126295,Affiliates,Latam,PROFILE_STATE_FULL,15
15637693,2,2,1,1,23:42.3,13:16.1,1,13,18,7,8,8,1,1,Danail Panov,1,03:43.6,South Africa,fusionpartners_google_za_search_brand,SEM,South Africa,PROFILE_STATE_FULL,55
15653948,1,1,1,1,48:49.5,48:49.5,1,0,2,0,2,2,1,1,Dominik Baldowski,1,04:26.9,Poland,170128thirdcampaign,Affiliates,Ext. Poland,PROFILE_STATE_FULL,0
14981708,50,21,7,4,47:33.7,31:49.4,0.42,152,0,0,6,2,0.333333333,1,AvaFX Customer Service,0,48:23.0,Malaysia,86776,SEO,Ext. Malaysia,PROFILE_STATE_FULL,765
15584379,2,2,1,1,51:39.2,28:09.6,1,7,20,0,2,2,1,0,Simone Spinelli,1,28:18.6,Italy,190179,Affiliates,Ext. Milano,PROFILE_STATE_FULL,6
13450573,4,2,1,1,14:41.6,24:56.5,0.5,114,516,4,2,2,1,1,Pelin YenerSales,1,28:31.2,Turkey,86776,SEO,English,PROFILE_STATE_FULL,295
15459549,4,4,1,1,21:09.1,51:41.7,1,48,0,4,3,3,1,1,AvaFX Customer Service,0,10:23.9,Australia,86776,SEO,Australia,PROFILE_STATE_FULL,35
15344459,12,3,2,2,14:28.0,44:29.9,0.25,0,85,0,2,2,1,0,Davide Modigliani,1,16:17.4,Italy,181445,Affiliates,Ext. Milano,PROFILE_STATE_FULL,6
14533924,1,1,1,1,57:09.0,57:09.0,1,0,99,0,9,5,0.555555556,1,AD Unassigned,0,39:23.1,Barbados,66574,Affiliates,English,PROFILE_STATE_FULL,742
15746201,1,1,1,1,36:53.6,36:53.6,1,0,0,0,0,0,0,1,AD Unassigned,0,08:06.7,United Kingdom,192264,Affiliates,United Kingdom,PROFILE_STATE_LIMITED,0
15656042,1,1,1,1,53:54.6,53:54.6,1,0,3,0,3,2,0.666666667,0,AvaFX Customer Service,0,59:12.7,Taiwan,188233,Affiliates,Ext. China,PROFILE_STATE_FULL,32
13058512,1,1,1,1,00:02.8,00:02.8,1,0,791,2,3,2,0.666666667,1,Danail Panov,1,05:22.2,Zimbabwe,124472,Affiliates,English,PROFILE_STATE_FULL,35
14699553,4,1,1,1,38:31.5,38:31.5,0.25,0,0,2,2,2,1,1,Giuseppe Moscato,1,05:59.2,Italy,183978,Affiliates,Ext. Milano,PROFILE_STATE_FULL,2
15598344,3,1,2,1,39:31.2,39:31.2,0.333333333,0,2,2,5,2,0.4,1,Krasimir Georgiev Aleksandrov,1,30:56.6,South Africa,113841,Affiliates,South Africa,PROFILE_STATE_FULL,87
15703726,1,1,1,1,09:31.1,09:31.1,1,0,0,0,3,1,0.333333333,1,AD Unassigned,0,57:39.6,Bahamas,86776,SEO,English,PROFILE_STATE_LIMITED,1
15699156,1,1,1,1,03:37.0,03:37.0,1,0,0,0,2,2,1,0,AvaFX Customer Service,0,46:24.3,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,78
14342713,4,4,1,1,47:50.2,17:20.9,1,4,318,1,2,2,1,1,AD Unassigned,0,22:40.5,United Kingdom,176886,Affiliates,United Kingdom,PROFILE_STATE_FULL,17
15517116,1,1,1,1,03:26.0,03:26.0,1,0,1,1,2,2,1,0,Dominik Baldowski,1,16:09.0,Poland,133369,Affiliates,Ext. Poland,PROFILE_STATE_FULL,53
11450684,11,11,2,2,11:59.3,46:07.0,1,20,1187,0,2,2,1,1,AD Unassigned,0,50:29.1,South Africa,avafx,Default,South Africa,PROFILE_STATE_FULL,83
